rownames,id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
157,284,0,1,18,25,12.0,12.0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1000,0,32.0,107.0,1.0,1.0,1,6.907755374908447,1
158,285,0,1,18,28,8.0,11.0,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,465,0,49.0,120.0,6.0,1.0,4,6.142037391662598,16
159,286,0,1,16,28,16.0,18.0,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,440,0,43.0,131.0,6.0,1.0,6,6.086774826049805,36
160,287,0,1,16,27,16.0,17.0,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,625,0,40.0,124.0,6.0,1.0,5,6.437751770019531,25
161,288,0,1,17,27,11.0,12.0,92929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,285,0,36.0,121.0,1.0,1.0,4,5.652489185333252,16
162,290,0,1,14,27,10.0,12.0,92929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,650,0,35.0,110.0,1.0,1.0,7,6.476972579956055,49
163,291,0,1,13,25,10.0,12.0,90339,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,808,0,34.0,103.0,1.0,1.0,6,6.694561958312988,36
164,292,0,1,12,24,10.0,12.0,90339,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,0,26.0,,1.0,1.0,6,6.214608192443848,36
165,293,0,1,16,26,14.0,12.0,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,831,0,45.0,115.0,1.0,1.0,4,6.722630023956299,16
166,295,0,1,12,31,8.0,6.0,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,0,33.0,96.0,1.0,1.0,13,6.214608192443848,169
167,297,0,1,17,32,12.0,12.0,355491,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,693,0,48.0,123.0,1.0,0.0,9,6.541029930114746,81
168,298,0,1,12,27,12.0,10.0,367772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1100,0,37.0,101.0,1.0,1.0,9,7.003065586090088,81
169,300,0,1,12,25,8.0,12.0,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,763,0,34.0,98.0,1.0,1.0,7,6.637258052825928,49
170,302,1,1,12,27,8.0,9.0,422407,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,795,0,28.0,,1.0,1.0,9,6.678342342376709,81
171,304,1,1,16,25,7.0,8.0,369567,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,333,0,31.0,108.0,6.0,1.0,3,5.80814266204834,9
172,306,1,1,18,30,16.0,12.0,551817,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,409,0,39.0,138.0,1.0,1.0,6,6.0137152671813965,36
173,307,1,1,16,27,,12.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,865,0,37.0,121.0,1.0,1.0,5,6.762729644775391,25
174,308,1,1,12,31,8.0,12.0,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,888,0,34.0,96.0,1.0,1.0,13,6.788971900939941,169
175,309,1,1,12,34,,12.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,673,0,47.0,89.0,1.0,1.0,16,6.511745452880859,256
176,312,1,1,12,33,7.0,,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,700,0,43.0,109.0,6.0,1.0,15,6.551080226898193,225
177,313,1,1,18,33,16.0,16.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,250,0,44.0,133.0,6.0,1.0,9,5.521461009979248,81
178,314,1,1,11,27,11.0,9.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,625,0,32.0,84.0,6.0,1.0,10,6.437751770019531,100
179,315,1,1,13,31,8.0,12.0,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,417,0,37.0,,4.0,1.0,12,6.03308629989624,144
180,316,1,1,13,28,8.0,12.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,576,0,51.0,98.0,1.0,1.0,9,6.356107711791992,81
181,317,1,1,12,26,12.0,9.0,104596,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,613,0,27.0,85.0,6.0,1.0,8,6.418365001678467,64
182,318,1,1,12,31,11.0,9.0,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,700,0,,105.0,1.0,1.0,13,6.551080226898193,169
183,320,1,1,12,24,11.0,9.0,369567,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,450,0,20.0,93.0,6.0,1.0,6,6.10924768447876,36
184,322,1,1,16,28,,12.0,380166,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,500,0,38.0,115.0,1.0,1.0,6,6.214608192443848,36
185,323,1,1,12,25,12.0,,369567,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,514,0,36.0,,1.0,1.0,7,6.242223262786865,49
186,324,1,1,16,25,12.0,12.0,369567,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,250,0,45.0,146.0,6.0,1.0,3,5.521461009979248,9
187,325,1,1,12,24,12.0,12.0,369567,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,315,0,32.0,,6.0,1.0,6,5.752572536468506,36
188,326,1,1,12,29,9.0,12.0,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,375,0,32.0,82.0,1.0,1.0,11,5.926926136016846,121
189,330,1,1,15,34,,12.0,408301,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,457,0,45.0,120.0,1.0,1.0,13,6.124683380126953,169
190,331,1,1,12,27,,,104596,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,275,0,26.0,,6.0,0.0,9,5.616771221160889,81
191,332,1,1,12,28,,12.0,92929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,951,0,38.0,122.0,1.0,1.0,10,6.857513904571533,100
192,333,1,1,16,32,8.0,9.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1115,0,49.0,,1.0,1.0,10,7.0166096687316895,100
193,335,1,1,16,25,12.0,14.0,369567,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,289,1,31.0,128.0,6.0,1.0,3,5.666426658630371,9
194,336,1,1,16,25,,,369567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,500,0,34.0,110.0,1.0,1.0,3,6.214608192443848,9
195,339,1,1,18,32,16.0,12.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,726,0,46.0,114.0,1.0,1.0,8,6.587550163269043,64
196,340,1,1,18,29,18.0,12.0,480445,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1265,0,48.0,117.0,1.0,1.0,5,7.14282751083374,25
197,341,1,1,17,26,18.0,18.0,104596,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,613,0,40.0,109.0,6.0,1.0,3,6.418365001678467,9
198,345,0,1,12,28,10.0,11.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,545,0,35.0,91.0,6.0,0.0,10,6.300786018371582,100
199,346,0,1,13,28,12.0,8.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,278,1,32.0,107.0,1.0,1.0,9,5.627621173858643,81
200,348,0,1,18,34,16.0,12.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1442,0,55.0,114.0,1.0,1.0,10,7.273786544799805,100
201,349,0,1,16,27,16.0,12.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,995,0,40.0,126.0,1.0,1.0,5,6.902742862701416,25
202,350,0,1,12,29,11.0,11.0,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,700,0,45.0,82.0,1.0,1.0,11,6.551080226898193,121
203,352,0,1,16,28,9.0,12.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,577,0,45.0,119.0,1.0,1.0,6,6.357842445373535,36
204,353,0,1,16,31,6.0,12.0,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,858,0,37.0,104.0,1.0,1.0,9,6.754603862762451,81
205,355,0,1,12,28,12.0,,380166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,686,0,35.0,97.0,1.0,1.0,10,6.530877590179443,100
206,356,0,1,15,31,11.0,,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,832,0,49.0,115.0,1.0,1.0,10,6.723832607269287,100
207,358,1,1,13,33,13.0,8.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,633,1,45.0,83.0,1.0,1.0,14,6.450470447540283,196
208,359,1,1,12,32,12.0,12.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,689,0,45.0,97.0,1.0,1.0,14,6.53524112701416,196
209,360,1,1,14,30,8.0,8.0,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,769,0,43.0,119.0,1.0,1.0,10,6.6450910568237305,100
210,363,1,1,15,27,12.0,14.0,367772,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,385,0,27.0,105.0,6.0,1.0,6,5.953243255615234,36
211,364,1,1,12,24,12.0,14.0,357519,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,450,1,29.0,,6.0,1.0,6,6.10924768447876,36
212,366,1,1,12,27,10.0,12.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,615,0,41.0,114.0,1.0,1.0,9,6.421622276306152,81
213,367,1,1,12,34,,8.0,408301,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,682,0,47.0,93.0,1.0,1.0,16,6.52502965927124,256
214,368,1,1,10,32,,,367470,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,670,0,28.0,73.0,5.0,1.0,16,6.507277488708496,256
215,370,1,1,11,33,8.0,8.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,800,0,48.0,96.0,1.0,1.0,16,6.684611797332764,256
216,372,1,1,14,34,8.0,8.0,367470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,505,0,48.0,,1.0,1.0,14,6.224558353424072,196
217,374,1,1,18,30,12.0,16.0,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1026,0,48.0,117.0,5.0,1.0,6,6.933423042297363,36
218,375,1,1,15,25,16.0,12.0,357519,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,769,0,30.0,113.0,6.0,1.0,4,6.6450910568237305,16
219,377,1,1,10,32,10.0,14.0,408301,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,290,0,38.0,106.0,1.0,1.0,16,5.6698808670043945,256
220,378,1,1,13,28,,8.0,422407,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,529,0,37.0,104.0,1.0,1.0,9,6.270988464355469,81
221,379,1,1,16,29,12.0,12.0,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1154,0,,,1.0,1.0,7,7.050989627838135,49
222,380,1,1,10,29,12.0,,496635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,549,0,39.0,80.0,1.0,1.0,13,6.308098316192627,169
223,381,1,1,12,26,8.0,12.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,475,0,30.0,104.0,1.0,1.0,8,6.1633148193359375,64
224,382,1,1,12,26,12.0,12.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,450,0,36.0,102.0,1.0,1.0,8,6.10924768447876,64
225,383,1,1,17,27,10.0,,380166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,875,0,43.0,114.0,6.0,1.0,4,6.774223804473877,16
226,384,1,1,15,25,10.0,,369567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,200,1,33.0,93.0,6.0,1.0,4,5.2983174324035645,16
227,385,1,1,13,26,16.0,16.0,380166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,36.0,122.0,6.0,1.0,7,5.703782558441162,49
228,386,1,1,16,25,16.0,,357519,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,462,0,28.0,117.0,6.0,1.0,3,6.135564804077148,9
229,387,1,1,12,30,13.0,12.0,496635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,385,0,38.0,96.0,1.0,1.0,12,5.953243255615234,144
230,388,1,1,15,32,16.0,16.0,355491,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1282,0,51.0,95.0,1.0,1.0,11,7.156176567077637,121
231,390,1,1,16,25,12.0,12.0,357519,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,588,0,29.0,117.0,6.0,1.0,3,6.376727104187012,9
232,391,1,1,12,27,17.0,16.0,408636,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,600,0,24.0,105.0,6.0,1.0,9,6.396929740905762,81
233,393,1,1,16,30,6.0,,121400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,500,1,43.0,,1.0,0.0,8,6.214608192443848,64
234,396,1,1,12,33,8.0,8.0,149854,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,440,0,18.0,94.0,1.0,0.0,15,6.086774826049805,225
235,397,0,1,18,26,13.0,16.0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,467,1,43.0,139.0,6.0,1.0,2,6.146329402923584,4
236,398,0,1,17,29,14.0,12.0,496635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,929,0,41.0,91.0,1.0,1.0,6,6.834108829498291,36
237,399,0,1,16,27,14.0,12.0,380166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,556,0,37.0,96.0,1.0,1.0,5,6.320768356323242,25
238,400,0,1,13,24,14.0,12.0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,438,0,32.0,114.0,6.0,0.0,5,6.082219123840332,25
239,402,0,1,12,29,9.0,10.0,648053,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,600,0,31.0,54.0,1.0,0.0,11,6.396929740905762,121
240,403,0,1,12,26,9.0,10.0,427892,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,575,0,37.0,69.0,1.0,0.0,8,6.3543701171875,64
241,404,0,1,12,26,9.0,10.0,427892,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,389,0,17.0,67.0,6.0,0.0,8,5.963579177856445,64
242,410,0,1,12,34,12.0,,408207,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,795,0,37.0,110.0,1.0,0.0,16,6.678342342376709,256
243,411,0,1,18,27,18.0,16.0,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,471,0,41.0,125.0,1.0,1.0,3,6.154858112335205,9
244,412,0,1,17,26,18.0,16.0,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,202,1,38.0,124.0,6.0,1.0,3,5.308267593383789,9
245,413,0,1,17,24,18.0,16.0,410536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,200,1,35.0,,6.0,1.0,1,5.2983174324035645,1
246,415,0,1,17,24,15.0,17.0,410536,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,350,0,35.0,113.0,6.0,1.0,1,5.857933044433594,1
247,416,0,1,14,24,10.0,12.0,410536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,375,0,40.0,100.0,6.0,1.0,4,5.926926136016846,16
248,419,0,1,16,25,12.0,9.0,410536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,481,0,37.0,97.0,1.0,1.0,3,6.175867080688477,9
249,420,0,1,18,31,8.0,8.0,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,962,0,44.0,125.0,6.0,1.0,7,6.869014263153076,49
250,421,0,1,15,27,12.0,12.0,422310,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,423,0,42.0,106.0,6.0,1.0,6,6.047372341156006,36
251,423,0,1,15,27,11.0,12.0,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,0,28.0,101.0,6.0,1.0,6,6.214608192443848,36
252,424,0,1,9,30,,11.0,551690,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,450,0,37.0,,1.0,1.0,15,6.10924768447876,225
253,425,0,1,8,28,8.0,9.0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,476,0,27.0,,1.0,0.0,14,6.165417671203613,196
254,426,0,1,12,24,8.0,9.0,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,136,0,21.0,,6.0,0.0,6,4.912654876708984,36
255,427,0,1,12,32,10.0,9.0,345723,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,575,0,39.0,91.0,1.0,1.0,14,6.3543701171875,196
256,428,0,1,12,33,10.0,8.0,345723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,577,0,28.0,86.0,1.0,1.0,15,6.357842445373535,225
257,429,0,1,12,31,8.0,9.0,475820,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,310,0,32.0,110.0,1.0,1.0,13,5.736572265625,169
258,430,0,1,9,30,12.0,12.0,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,700,0,38.0,,1.0,0.0,15,6.551080226898193,225
259,433,0,1,14,32,,12.0,453563,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1322,0,47.0,92.0,1.0,1.0,12,7.186901092529297,144
260,434,0,1,10,34,12.0,9.0,408207,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,551,0,41.0,85.0,1.0,0.0,18,6.311734676361084,324
261,435,0,1,17,30,8.0,8.0,551690,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,881,0,36.0,120.0,1.0,1.0,7,6.781057834625244,49
262,439,0,1,12,25,7.0,12.0,410536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,760,0,27.0,,1.0,1.0,7,6.6333184242248535,49
263,441,0,1,12,32,8.0,11.0,453563,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,708,0,52.0,,1.0,1.0,14,6.56244421005249,196
264,442,0,1,12,26,8.0,8.0,422310,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,425,0,24.0,,1.0,1.0,8,6.052089214324951,64
265,443,0,1,12,26,,9.0,422310,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,427,0,35.0,107.0,6.0,1.0,8,6.056784152984619,64
266,444,0,1,16,24,,9.0,410536,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,576,0,43.0,116.0,6.0,1.0,2,6.356107711791992,4
267,446,0,1,9,32,,4.0,453563,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,400,0,34.0,,4.0,1.0,17,5.991464614868164,289
268,449,0,1,12,31,8.0,5.0,551690,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0,30.0,,1.0,0.0,13,6.214608192443848,169
269,450,0,1,12,28,8.0,5.0,422310,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,531,0,29.0,,1.0,0.0,10,6.274762153625488,100
270,453,0,1,16,28,12.0,12.0,422310,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,673,1,43.0,121.0,1.0,1.0,6,6.511745452880859,36
271,454,0,1,16,27,12.0,12.0,422310,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,577,0,41.0,112.0,6.0,1.0,5,6.357842445373535,25
272,458,0,1,16,24,16.0,12.0,410536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,325,0,39.0,,6.0,1.0,2,5.783825397491455,4
273,461,0,1,11,29,7.0,11.0,428238,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,40.0,,1.0,1.0,12,6.214608192443848,144
274,462,0,1,12,25,7.0,11.0,318670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,43.0,100.0,1.0,1.0,7,6.646390438079834,49
275,464,0,1,12,26,7.0,12.0,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,500,0,37.0,112.0,1.0,0.0,8,6.214608192443848,64
276,467,0,1,16,28,14.0,12.0,327808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,391,0,41.0,108.0,1.0,1.0,6,5.96870756149292,36
277,468,0,1,12,34,12.0,10.0,352069,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,810,0,42.0,90.0,1.0,1.0,16,6.6970343589782715,256
278,469,1,1,9,34,12.0,,166467,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,543,0,39.0,86.0,1.0,1.0,19,6.297109127044678,361
279,473,1,1,9,34,12.0,12.0,196733,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,593,0,37.0,,5.0,1.0,19,6.385194301605225,361
280,474,1,1,17,25,12.0,12.0,100353,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,864,0,40.0,127.0,6.0,1.0,2,6.76157283782959,4
281,475,1,1,10,28,,8.0,116191,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,700,0,32.0,86.0,1.0,1.0,12,6.551080226898193,144
282,477,1,1,12,25,12.0,12.0,410536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,510,0,27.0,113.0,1.0,1.0,7,6.234410762786865,49
283,479,1,1,13,34,9.0,12.0,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,615,0,51.0,111.0,4.0,1.0,15,6.421622276306152,225
284,481,1,1,14,29,9.0,8.0,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,761,0,41.0,113.0,1.0,0.0,9,6.634633541107178,81
285,484,1,1,10,31,,,551817,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,493,0,32.0,81.0,1.0,1.0,15,6.200509071350098,225
286,485,1,1,16,24,12.0,12.0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,445,0,34.0,111.0,1.0,1.0,2,6.098074436187744,4
287,486,1,1,12,25,8.0,9.0,369567,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,425,0,20.0,,1.0,1.0,7,6.052089214324951,49
288,487,1,1,16,24,12.0,12.0,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,750,1,24.0,112.0,6.0,1.0,2,6.620073318481445,4
289,488,1,1,16,24,12.0,12.0,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,700,0,30.0,114.0,1.0,1.0,2,6.551080226898193,4
290,489,1,1,12,24,9.0,9.0,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,438,0,33.0,,1.0,1.0,6,6.082219123840332,36
291,490,1,1,12,29,12.0,12.0,480445,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,608,0,30.0,111.0,1.0,1.0,11,6.41017484664917,121
292,491,1,1,13,24,7.0,8.0,357519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,450,0,32.0,106.0,1.0,0.0,5,6.10924768447876,25
293,492,1,1,3,26,4.0,0.0,422407,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,313,0,6.0,,1.0,0.0,17,5.746203422546387,289
294,494,1,1,7,33,6.0,5.0,177101,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,250,0,,,1.0,0.0,20,5.521461009979248,400
295,496,1,1,14,33,12.0,12.0,367470,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,500,0,26.0,79.0,1.0,0.0,13,6.214608192443848,169
296,497,0,0,12,26,11.0,12.0,422310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365,0,28.0,98.0,6.0,1.0,8,5.899897575378418,64
297,499,0,0,12,26,10.0,12.0,364232,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,813,0,28.0,105.0,1.0,1.0,8,6.70073127746582,64
298,500,0,0,12,25,10.0,12.0,354077,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,326,0,33.0,,4.0,1.0,7,5.7868971824646,49
299,501,0,0,12,29,,10.0,428238,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,524,0,29.0,105.0,1.0,0.0,11,6.261491775512695,121
300,502,0,0,13,28,9.0,12.0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,815,0,44.0,118.0,1.0,1.0,9,6.703187942504883,81
301,504,0,0,12,28,11.0,12.0,327808,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,750,0,35.0,100.0,1.0,1.0,10,6.620073318481445,100
302,505,0,0,17,24,9.0,10.0,318670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,525,0,36.0,,1.0,1.0,1,6.263398170471191,1
303,506,0,0,12,32,8.0,12.0,316862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1125,0,38.0,90.0,1.0,1.0,14,7.025538444519043,196
304,508,0,0,12,28,8.0,9.0,327808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,625,0,34.0,95.0,6.0,1.0,10,6.437751770019531,100
305,509,0,0,14,25,12.0,12.0,354077,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,715,0,24.0,112.0,1.0,1.0,5,6.572282314300537,25
306,510,0,0,12,31,8.0,12.0,428238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,591,0,32.0,96.0,1.0,1.0,13,6.3818159103393555,169
307,512,0,0,17,27,12.0,12.0,321899,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,404,1,37.0,127.0,6.0,1.0,4,6.001414775848389,16
308,514,0,1,12,28,10.0,12.0,422310,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,675,0,39.0,120.0,1.0,1.0,10,6.514712810516357,100
309,515,0,1,12,25,10.0,12.0,410536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,444,0,41.0,123.0,6.0,1.0,7,6.095824718475342,49
310,516,0,1,12,24,10.0,12.0,410536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,488,0,34.0,,1.0,1.0,6,6.190315246582031,36
311,517,0,1,9,34,10.0,6.0,408207,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,695,0,42.0,,1.0,1.0,19,6.543911933898926,361
312,518,0,1,12,25,10.0,12.0,410536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,700,1,25.0,98.0,1.0,0.0,7,6.551080226898193,49
313,519,0,1,12,24,7.0,10.0,410536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,325,0,24.0,,1.0,0.0,6,5.783825397491455,36
